START_ID,END_ID
81,14316252
83,14316252
84,14316252
88,14316252
216,1431625
90,14316252
219,1431625
222,1431625
98,14316252
239,1431625
240,1431625
114,1431625
243,1431625
247,1431625
248,1431625
121,1431625
250,1431625
251,1431625
129,1431625
59,14316253
172,1431625
141,1431625
115,1431625
211,1431625
119,1431625
57,14316253
27,14316253
252,1431625
253,1431625
30,14316253
193,1431625
34,14316254
237,1431625
256,1431626
105,1431626
138,1431626
234,1431626
816,1431626
241,1431626
82,14316255
819,1431626
830,1431626
821,1431626
822,1431626
826,1431626
827,1431626
156,1431626
126,1431626
255,1431626
185,1431626
512,1431626
513,1431626
514,1431626
515,1431626
516,1431626
517,1431626
518,1431626
519,1431626
520,1431626
521,1431626
522,1431626
523,1431626
524,1431626
525,1431626
526,1431626
527,1431626
528,1431626
529,1431626
530,1431626
531,1431626
532,1431626
533,1431626
534,1431626
535,1431626
536,1431626
537,1431626
538,1431626
539,1431626
540,1431626
541,1431626
542,1431626
543,1431626
544,1431626
545,1431626
546,1431626
547,1431626
548,1431626
549,1431626
550,1431626
551,1431626
552,1431626
553,1431626
258,1431626
259,1431626
260,1431626
261,1431626
262,1431626
263,1431626
264,1431626
265,1431626
266,1431626
267,1431626
268,1431626
269,1431626
270,1431626
271,1431626
272,1431626
273,1431626
274,1431626
275,1431626
276,1431626
277,1431626
278,1431626
279,1431626
280,1431626
281,1431626
282,1431626
283,1431626
284,1431626
285,1431626
286,1431626
287,1431626
288,1431626
289,1431626
290,1431626
291,1431626
292,1431626
293,1431626
294,1431626
295,1431626
296,1431626
297,1431626
298,1431626
299,1431626
300,1431626
301,1431626
302,1431626
303,1431626
304,1431626
305,1431626
306,1431626
307,1431626
308,1431626
309,1431626
310,1431626
311,1431626
312,1431626
313,1431626
314,1431626
315,1431626
316,1431626
317,1431626
318,1431626
319,1431626
320,1431626
321,1431626
322,1431626
323,1431626
324,1431626
325,1431626
326,1431626
327,1431626
328,1431626
329,1431626
330,1431626
331,1431626
332,1431626
333,1431626
334,1431626
335,1431626
336,1431626
337,1431626
338,1431626
339,1431626
340,1431626
341,1431626
342,1431626
343,1431626
344,1431626
345,1431626
346,1431626
347,1431626
348,1431626
349,1431626
350,1431626
351,1431626
352,1431626
353,1431626
354,1431626
355,1431626
356,1431626
357,1431626
358,1431626
359,1431626
360,1431626
361,1431626
362,1431626
363,1431626
364,1431626
365,1431626
366,1431626
367,1431626
368,1431626
369,1431626
370,1431626
371,1431626
372,1431626
373,1431626
374,1431626
375,1431626
376,1431626
377,1431626
378,1431626
379,1431626
380,1431626
381,1431626
382,1431626
383,1431626
384,1431626
385,1431626
386,1431626
387,1431626
388,1431626
389,1431626
390,1431626
391,1431626
392,1431626
393,1431626
394,1431626
395,1431626
396,1431626
397,1431626
398,1431626
399,1431626
400,1431626
401,1431626
402,1431626
403,1431626
404,1431626
405,1431626
406,1431626
407,1431626
408,1431626
409,1431626
410,1431626
411,1431626
412,1431626
413,1431626
414,1431626
415,1431626
416,1431626
417,1431626
418,1431626
419,1431626
420,1431626
421,1431626
422,1431626
423,1431626
424,1431626
425,1431626
426,1431626
427,1431626
428,1431626
429,1431626
430,1431626
431,1431626
432,1431626
433,1431626
434,1431626
435,1431626
436,1431626
437,1431626
438,1431626
439,1431626
440,1431626
441,1431626
442,1431626
443,1431626
444,1431626
445,1431626
446,1431626
447,1431626
448,1431626
449,1431626
450,1431626
451,1431626
452,1431626
453,1431626
454,1431626
455,1431626
456,1431626
457,1431626
458,1431626
459,1431626
460,1431626
461,1431626
463,1431626
464,1431626
465,1431626
466,1431626
467,1431626
468,1431626
469,1431626
470,1431626
471,1431626
472,1431626
473,1431626
474,1431626
475,1431626
476,1431626
477,1431626
478,1431626
479,1431626
480,1431626
481,1431626
482,1431626
483,1431626
484,1431626
485,1431626
486,1431626
487,1431626
488,1431626
489,1431626
490,1431626
491,1431626
492,1431626
493,1431626
494,1431626
495,1431626
496,1431626
497,1431626
498,1431626
499,1431626
500,1431626
501,1431626
502,1431626
503,1431626
504,1431626
505,1431626
506,1431626
507,1431626
508,1431626
509,1431626
510,1431626
511,1431626
554,1431626
555,1431626
556,1431626
557,1431626
558,1431626
559,1431626
560,1431626
561,1431626
562,1431626
563,1431626
564,1431626
565,1431626
566,1431626
567,1431626
568,1431626
569,1431626
570,1431626
571,1431626
572,1431626
573,1431626
574,1431626
575,1431626
576,1431626
577,1431626
578,1431626
579,1431626
580,1431626
581,1431626
582,1431626
583,1431626
584,1431626
585,1431626
586,1431626
587,1431626
588,1431626
589,1431626
590,1431626
591,1431626
592,1431626
593,1431626
594,1431626
595,1431626
596,1431626
597,1431626
598,1431626
599,1431626
600,1431626
601,1431626
602,1431626
603,1431626
604,1431626
605,1431626
606,1431626
607,1431626
608,1431626
609,1431626
610,1431626
611,1431626
612,1431626
613,1431626
614,1431626
615,1431626
616,1431626
617,1431626
618,1431626
619,1431626
620,1431626
621,1431626
622,1431626
623,1431626
624,1431626
625,1431626
626,1431626
627,1431626
628,1431626
629,1431626
630,1431626
631,1431626
632,1431626
633,1431626
634,1431626
635,1431626
636,1431626
637,1431626
638,1431626
639,1431626
640,1431626
641,1431626
642,1431626
643,1431626
644,1431626
645,1431626
646,1431626
648,1431626
649,1431626
650,1431626
651,1431626
652,1431626
653,1431626
654,1431626
655,1431626
656,1431626
657,1431626
658,1431626
659,1431626
660,1431626
661,1431626
662,1431626
663,1431626
664,1431626
665,1431626
666,1431626
667,1431626
668,1431626
669,1431626
670,1431626
671,1431626
672,1431626
673,1431626
674,1431626
675,1431626
676,1431626
677,1431626
678,1431626
679,1431626
680,1431626
681,1431626
682,1431626
683,1431626
684,1431626
685,1431626
686,1431626
687,1431626
688,1431626
689,1431626
690,1431626
691,1431626
692,1431626
693,1431626
694,1431626
695,1431626
696,1431626
697,1431626
698,1431626
699,1431626
700,1431626
701,1431626
702,1431626
703,1431626
704,1431626
705,1431626
706,1431626
707,1431626
708,1431626
709,1431626
710,1431626
711,1431626
712,1431626
713,1431626
714,1431626
715,1431626
716,1431626
717,1431626
718,1431626
719,1431626
720,1431626
721,1431626
722,1431626
723,1431626
724,1431626
725,1431626
726,1431626
727,1431626
728,1431626
729,1431626
730,1431626
731,1431626
732,1431626
733,1431626
734,1431626
735,1431626
736,1431626
737,1431626
738,1431626
739,1431626
740,1431626
741,1431626
742,1431626
743,1431626
744,1431626
745,1431626
746,1431626
747,1431626
748,1431626
749,1431626
750,1431626
751,1431626
752,1431626
753,1431626
754,1431626
755,1431626
756,1431626
757,1431626
758,1431626
759,1431626
760,1431626
761,1431626
762,1431626
763,1431626
764,1431626
765,1431626
766,1431626
767,1431626
768,1431626
769,1431626
770,1431626
771,1431626
772,1431626
773,1431626
774,1431626
775,1431626
776,1431626
777,1431626
778,1431626
779,1431626
780,1431626
781,1431626
782,1431626
783,1431626
784,1431626
785,1431626
786,1431626
787,1431626
799,1431626
820,1431626
831,1431626
823,1431626
825,1431626
829,1431626
28916,14316
28917,14316
28918,14316
28919,14316
28920,14316
28921,14316
28922,14316
28923,14316
28924,14316
28925,14316
28926,14316
28927,14316
28928,14316
28929,14316
28930,14316
28931,14316
28932,14316
28933,14316
28934,14316
28935,14316
28936,14316
28937,14316
28938,14316
28939,14316
28940,14316
28941,14316
28942,14316
28943,14316
28944,14316
28945,14316
28946,14316
28947,14316
28948,14316
28949,14316
28950,14316
28951,14316
28952,14316
28953,14316
28954,14316
28955,14316
28956,14316
28957,14316
28958,14316
28959,14316
28960,14316
28961,14316
28962,14316
28963,14316
28964,14316
28965,14316
28966,14316
28967,14316
28968,14316
28969,14316
28970,14316
28971,14316
28972,14316
28973,14316
28974,14316
28975,14316
28976,14316
28977,14316
28978,14316
28979,14316
28980,14316
28981,14316
28982,14316
28983,14316
28984,14316
28985,14316
28986,14316
28987,14316
28988,14316
28989,14316
28990,14316
28991,14316
28992,14316
28993,14316
28994,14316
28995,14316
28996,14316
28997,14316
28998,14316
28999,14316
29000,14316
29001,14316
29002,14316
29003,14316
29004,14316
29005,14316
29006,14316
29007,14316
29008,14316
29009,14316
29010,14316
29011,14316
29012,14316
29013,14316
29014,14316
29015,14316
29016,14316
29017,14316
29018,14316
29019,14316
29020,14316
29021,14316
29022,14316
29023,14316
29024,14316
29025,14316
29026,14316
29027,14316
29028,14316
29029,14316
29030,14316
29031,14316
29032,14316
29033,14316
29034,14316
29035,14316
29036,14316
29037,14316
29038,14316
29039,14316
29040,14316
29041,14316
29042,14316
29043,14316
29044,14316
29045,14316
29046,14316
29047,14316
29048,14316
29049,14316
29050,14316
29051,14316
29052,14316
29053,14316
29054,14316
29055,14316
29056,14316
29057,14316
29058,14316
29059,14316
29060,14316
29061,14316
29062,14316
29063,14316
29064,14316
29065,14316
29066,14316
29067,14316
29068,14316
29069,14316
29070,14316
29071,14316
29072,14316
29073,14316
29074,14316
29075,14316
29076,14316
29077,14316
29078,14316
29079,14316
29080,14316
29081,14316
29082,14316
29083,14316
29084,14316
29085,14316
29086,14316
29087,14316
29088,14316
29089,14316
29090,14316
29091,14316
29092,14316
29093,14316
29094,14316
29095,14316
29096,14316
29097,14316
29098,14316
29099,14316
29100,14316
29101,14316
29102,14316
29103,14316
29104,14316
29105,14316
29106,14316
29107,14316
29108,14316
29109,14316
29110,14316
29111,14316
29112,14316
29113,14316
29114,14316
29115,14316
29116,14316
29117,14316
29118,14316
29119,14316
29120,14316
29121,14316
29122,14316
29123,14316
29124,14316
29125,14316
29126,14316
29127,14316
29128,14316
29129,14316
29130,14316
29131,14316
29132,14316
29133,14316
29134,14316
29135,14316
29136,14316
29137,14316
29138,14316
29139,14316
29140,14316
29141,14316
29142,14316
29143,14316
29144,14316
29145,14316
29146,14316
29147,14316
29148,14316
29149,14316
29150,14316
29151,14316
29152,14316
29153,14316
29154,14316
29155,14316
29156,14316
29157,14316
29158,14316
29159,14316
29160,14316
29161,14316
29162,14316
29163,14316
29164,14316
29165,14316
29166,14316
29167,14316
29168,14316
29169,14316
29170,14316
29171,14316
29172,14316
29173,14316
29174,14316
29175,14316
29176,14316
29177,14316
29178,14316
29179,14316
29180,14316
29181,14316
29182,14316
29183,14316
29184,14316
29185,14316
29186,14316
29187,14316
29188,14316
29189,14316
29190,14316
29191,14316
29192,14316
29193,14316
29194,14316
29195,14316
29196,14316
29197,14316
29198,14316
29199,14316
29200,14316
29201,14316
29202,14316
29203,14316
29204,14316
29205,14316
29206,14316
29207,14316
29208,14316
29209,14316
29210,14316
29211,14316
29212,14316
29213,14316
29214,14316
29215,14316
29216,14316
29217,14316
29218,14316
29219,14316
29220,14316
29221,14316
29222,14316
29223,14316
29224,14316
29225,14316
29226,14316
29227,14316
29228,14316
29229,14316
29230,14316
29231,14316
29232,14316
29233,14316
29234,14316
29235,14316
29236,14316
29237,14316
29238,14316
29239,14316
29240,14316
29241,14316
29242,14316
29243,14316
29244,14316
29245,14316
29246,14316
29247,14316
29248,14316
29249,14316
29250,14316
29251,14316
29252,14316
29253,14316
29254,14316
29255,14316
29256,14316
29257,14316
29258,14316
29259,14316
29260,14316
29261,14316
29262,14316
29263,14316
29264,14316
29265,14316
29266,14316
29267,14316
29268,14316
29269,14316
29270,14316
29271,14316
29272,14316
29273,14316
29274,14316
29275,14316
29276,14316
29277,14316
29278,14316
29279,14316
29280,14316
29281,14316
29282,14316
29283,14316
29284,14316
29285,14316
29286,14316
29287,14316
29288,14316
29289,14316
29290,14316
29291,14316
29292,14316
29293,14316
29294,14316
29295,14316
29296,14316
29297,14316
29298,14316
29299,14316
29300,14316
29301,14316
29302,14316
29303,14316
29304,14316
29305,14316
29306,14316
29307,14316
29308,14316
29309,14316
29310,14316
29311,14316
29312,14316
29313,14316
29314,14316
29315,14316
29316,14316
29317,14316
29318,14316
29319,14316
29320,14316
29321,14316
29322,14316
29323,14316
29324,14316
29325,14316
29326,14316
29327,14316
29328,14316
29329,14316
29330,14316
29331,14316
29332,14316
29333,14316
29334,14316
29335,14316
29336,14316
29337,14316
29338,14316
29339,14316
29340,14316
29341,14316
29342,14316
29343,14316
29344,14316
29345,14316
29346,14316
29347,14316
29348,14316
29349,14316
29350,14316
29351,14316
29352,14316
29353,14316
29354,14316
29355,14316
29356,14316
29357,14316
29358,14316
29359,14316
29360,14316
29361,14316
29362,14316
29363,14316
29364,14316
29365,14316
29366,14316
29367,14316
29368,14316
29369,14316
29370,14316
29371,14316
29372,14316
29373,14316
29374,14316
29375,14316
29376,14316
29377,14316
29378,14316
29379,14316
29380,14316
29381,14316
29382,14316
29383,14316
29384,14316
29385,14316
29386,14316
29387,14316
29388,14316
29389,14316
29390,14316
29391,14316
29392,14316
29393,14316
29394,14316
29395,14316
29396,14316
29397,14316
29398,14316
29399,14316
29400,14316
29401,14316
29402,14316
29403,14316
29404,14316
29405,14316
29406,14316
29407,14316
29408,14316
29409,14316
29410,14316
29411,14316
29412,14316
29413,14316
29414,14316
29415,14316
29416,14316
29417,14316
29418,14316
29419,14316
29420,14316
29421,14316
29422,14316
29423,14316
29424,14316
29425,14316
29426,14316
29427,14316
29428,14316
29429,14316
29430,14316
29431,14316
29432,14316
29433,14316
29434,14316
29435,14316
29436,14316
29437,14316
29438,14316
29439,14316
29440,14316
29441,14316
29442,14316
29443,14316
29444,14316
29445,14316
29446,14316
29447,14316
29448,14316
29449,14316
29450,14316
29451,14316
29452,14316
29453,14316
29454,14316
29455,14316
29456,14316
29457,14316
29458,14316
29459,14316
29460,14316
29461,14316
29462,14316
29463,14316
29464,14316
29465,14316
29466,14316
29467,14316
29468,14316
29469,14316
29470,14316
29471,14316
29472,14316
29473,14316
29474,14316
29475,14316
29476,14316
29477,14316
29478,14316
29479,14316
29480,14316
29481,14316
29482,14316
29483,14316
29484,14316
29485,14316
29486,14316
29487,14316
29488,14316
29489,14316
29490,14316
29491,14316
29492,14316
29493,14316
29494,14316
29495,14316
29496,14316
29497,14316
29498,14316
29499,14316
29500,14316
29501,14316
29502,14316
29503,14316
29504,14316
29505,14316
29506,14316
29507,14316
29508,14316
29509,14316
29510,14316
29511,14316
29512,14316
29513,14316
29514,14316
29515,14316
29516,14316
29517,14316
29518,14316
29519,14316
29520,14316
29521,14316
29522,14316
29523,14316
29524,14316
29525,14316
29526,14316
29527,14316
29528,14316
29529,14316
29530,14316
29531,14316
29532,14316
29533,14316
29534,14316
29535,14316
29536,14316
29537,14316
29538,14316
29539,14316
29540,14316
29541,14316
29542,14316
29543,14316
29544,14316
29545,14316
29546,14316
29547,14316
29548,14316
29549,14316
29550,14316
29551,14316
29552,14316
29553,14316
29554,14316
29555,14316
29556,14316
29557,14316
29558,14316
29559,14316
29560,14316
29561,14316
29562,14316
29563,14316
29564,14316
29565,14316
29566,14316
29567,14316
29568,14316
29569,14316
29570,14316
29571,14316
29572,14316
29573,14316
29574,14316
29575,14316
29576,14316
29577,14316
29578,14316
29579,14316
29580,14316
29581,14316
29582,14316
29583,14316
29584,14316
29585,14316
29586,14316
29587,14316
29588,14316
29589,14316
29590,14316
29591,14316
29592,14316
29593,14316
29594,14316
29595,14316
29596,14316
29597,14316
29598,14316
29599,14316
29600,14316
29601,14316
29602,14316
29603,14316
29604,14316
29605,14316
29606,14316
29607,14316
29608,14316
29609,14316
29610,14316
29611,14316
29612,14316
29613,14316
29614,14316
29615,14316
29616,14316
29617,14316
29618,14316
29619,14316
29620,14316
29621,14316
29622,14316
29623,14316
29624,14316
29625,14316
29626,14316
29627,14316
29628,14316
29629,14316
29630,14316
29631,14316
29632,14316
29633,14316
29634,14316
29635,14316
29636,14316
29637,14316
29638,14316
29639,14316
29640,14316
29641,14316
29642,14316
29643,14316
29644,14316
29645,14316
29646,14316
29647,14316
29648,14316
29649,14316
29650,14316
29651,14316
29652,14316
29653,14316
29654,14316
29655,14316
29656,14316
29657,14316
29658,14316
29659,14316
29660,14316
29661,14316
29662,14316
29663,14316
29664,14316
29665,14316
29666,14316
29667,14316
29668,14316
29669,14316
29670,14316
29671,14316
29672,14316
29673,14316
29674,14316
29675,14316
29676,14316
29677,14316
29678,14316
29679,14316
29680,14316
29681,14316
29682,14316
29683,14316
29684,14316
29685,14316
29686,14316
29687,14316
29688,14316
29689,14316
29690,14316
29691,14316
29692,14316
29693,14316
29694,14316
29695,14316
29696,14316
29697,14316
29698,14316
29699,14316
29700,14316
29701,14316
29702,14316
29703,14316
29704,14316
29705,14316
29706,14316
29707,14316
29708,14316
29709,14316
29710,14316
29711,14316
29712,14316
29713,14316
29714,14316
29715,14316
29716,14316
29717,14316
29718,14316
29719,14316
29720,14316
29721,14316
29722,14316
29723,14316
29724,14316
29725,14316
29726,14316
29727,14316
29728,14316
29729,14316
29730,14316
29731,14316
29732,14316
29733,14316
29734,14316
29735,14316
29736,14316
29737,14316
29738,14316
29739,14316
29740,14316
29741,14316
29742,14316
29743,14316
29744,14316
29745,14316
29746,14316
29747,14316
29748,14316
29749,14316
29750,14316
29751,14316
29752,14316
29753,14316
29754,14316
29755,14316
29756,14316
29757,14316
29758,14316
29759,14316
29760,14316
29761,14316
29762,14316
29763,14316
29764,14316
29765,14316
29766,14316
29767,14316
29768,14316
29769,14316
29770,14316
29771,14316
29772,14316
29773,14316
29774,14316
29775,14316
29776,14316
29777,14316
29778,14316
29779,14316
29780,14316
29781,14316
29782,14316
29783,14316
29784,14316
29785,14316
29786,14316
29787,14316
29788,14316
29789,14316
29790,14316
29791,14316
29792,14316
29793,14316
29794,14316
29795,14316
29796,14316
29797,14316
29798,14316
29799,14316
29800,14316
29801,14316
29802,14316
29803,14316
29804,14316
29805,14316
29806,14316
29807,14316
29808,14316
29809,14316
29810,14316
29811,14316
29812,14316
29813,14316
29814,14316
29815,14316
29816,14316
29817,14316
29818,14316
29819,14316
29820,14316
29821,14316
29822,14316
29823,14316
29824,14316
29825,14316
29826,14316
29827,14316
29828,14316
29829,14316
29830,14316
29831,14316
29832,14316
29833,14316
29834,14316
29835,14316
29836,14316
29837,14316
29838,14316
29839,14316
29840,14316
29841,14316
29842,14316
29843,14316
29844,14316
29845,14316
29846,14316
29847,14316
29848,14316
29849,14316
29850,14316
29851,14316
29852,14316
29853,14316
29854,14316
29855,14316
29856,14316
29857,14316
29858,14316
29859,14316
29860,14316
29861,14316
29862,14316
29863,14316
29864,14316
29865,14316
29866,14316
29867,14316
29868,14316
29869,14316
29870,14316
29871,14316
29872,14316
29873,14316
29874,14316
29875,14316
29876,14316
29877,14316
29878,14316
29879,14316
29880,14316
29881,14316
29882,14316
29883,14316
29884,14316
29885,14316
29886,14316
29887,14316
29888,14316
29889,14316
29890,14316
29891,14316
29892,14316
29893,14316
29894,14316
29895,14316
29896,14316
29897,14316
29898,14316
29899,14316
29900,14316
29901,14316
29902,14316
29903,14316
29904,14316
29905,14316
29906,14316
29907,14316
29908,14316
29909,14316
29910,14316
29911,14316
29912,14316
29913,14316
29914,14316
29915,14316
29916,14316
29917,14316
29918,14316
29919,14316
29920,14316
29921,14316
29922,14316
29923,14316
29924,14316
29925,14316
29926,14316
29927,14316
29928,14316
29929,14316
29930,14316
29931,14316
29932,14316
29933,14316
29934,14316
29935,14316
29936,14316
29937,14316
29938,14316
29939,14316
29940,14316
29941,14316
29942,14316
29943,14316
29944,14316
29945,14316
29946,14316
29947,14316
29948,14316
29949,14316
29950,14316
29951,14316
29952,14316
29953,14316
29954,14316
29955,14316
29956,14316
29957,14316
29958,14316
29959,14316
29960,14316
29961,14316
29962,14316
29963,14316
29964,14316
29965,14316
29966,14316
29967,14316
29968,14316
29969,14316
29970,14316
29971,14316
29972,14316
29973,14316
29974,14316
29975,14316
29976,14316
29977,14316
29978,14316
29979,14316
29980,14316
29981,14316
29982,14316
29983,14316
29984,14316
29985,14316
29986,14316
29987,14316
29988,14316
29989,14316
29990,14316
29991,14316
29992,14316
29993,14316
29994,14316
29995,14316
29996,14316
29997,14316
29998,14316
29999,14316
30000,14316
30001,14316
30002,14316
30003,14316
30004,14316
30005,14316
30006,14316
30007,14316
30008,14316
30009,14316
30010,14316
30011,14316
30012,14316
30013,14316
30014,14316
30015,14316
30016,14316
30017,14316
30018,14316
30019,14316
30020,14316
30021,14316
30022,14316
30023,14316
30024,14316
30025,14316
30026,14316
30027,14316
30028,14316
30029,14316
30030,14316
30031,14316
30032,14316
30033,14316
30034,14316
30035,14316
30036,14316
30037,14316
30038,14316
30039,14316
30040,14316
30041,14316
30042,14316
30043,14316
30044,14316
30045,14316
30046,14316
30047,14316
30048,14316
30049,14316
30050,14316
30051,14316
30052,14316
30053,14316
30054,14316
30055,14316
30056,14316
30057,14316
30058,14316
30059,14316
30060,14316
30061,14316
30062,14316
30063,14316
30064,14316
30065,14316
30066,14316
30067,14316
30068,14316
30069,14316
30070,14316
30071,14316
30072,14316
30073,14316
30074,14316
30075,14316
30076,14316
30077,14316
30078,14316
30079,14316
30080,14316
30081,14316
30082,14316
30083,14316
30084,14316
30085,14316
30086,14316
30087,14316
30088,14316
30089,14316
30090,14316
30091,14316
30092,14316
30093,14316
30094,14316
30095,14316
30096,14316
30097,14316
30098,14316
30099,14316
30100,14316
30101,14316
30102,14316
30103,14316
30104,14316
30105,14316
30106,14316
30107,14316
30108,14316
30109,14316
30110,14316
30111,14316
30112,14316
30113,14316
30114,14316
30115,14316
30116,14316
30117,14316
30118,14316
30119,14316
30120,14316
30121,14316
30122,14316
30123,14316
30124,14316
30125,14316
30126,14316
30127,14316
30128,14316
30129,14316
30130,14316
30131,14316
30132,14316
30133,14316
30134,14316
30135,14316
30136,14316
30137,14316
30138,14316
30139,14316
30140,14316
30141,14316
30142,14316
30143,14316
30144,14316
30145,14316
30146,14316
30147,14316
30148,14316
30149,14316
30150,14316
30151,14316
30152,14316
30153,14316
30154,14316
30155,14316
30156,14316
30157,14316
30158,14316
30159,14316
30160,14316
30161,14316
30162,14316
30163,14316
30164,14316
30165,14316
30166,14316
30167,14316
30168,14316
30169,14316
30170,14316
30171,14316
30172,14316
30173,14316
30174,14316
30175,14316
30176,14316
30177,14316
30178,14316
30179,14316
30180,14316
30181,14316
30182,14316
30183,14316
30184,14316
30185,14316
30186,14316
30187,14316
30188,14316
30189,14316
30190,14316
30191,14316
30192,14316
30193,14316
30194,14316
30195,14316
30196,14316
30197,14316
30198,14316
30199,14316
30200,14316
30201,14316
30202,14316
30203,14316
30204,14316
30205,14316
30206,14316
30207,14316
30208,14316
30209,14316
30210,14316
30211,14316
30212,14316
30213,14316
30214,14316
30215,14316
30216,14316
30217,14316
30218,14316
30219,14316
30220,14316
30221,14316
30222,14316
30223,14316
30224,14316
30225,14316
30226,14316
30227,14316
30228,14316
30229,14316
30230,14316
30231,14316
30232,14316
30233,14316
30234,14316
30235,14316
30236,14316
30237,14316
30238,14316
30239,14316
30240,14316
30241,14316
30242,14316
30243,14316
30244,14316
30245,14316
30246,14316
30247,14316
30248,14316
30249,14316
30250,14316
30251,14316
30252,14316
30253,14316
30254,14316
30255,14316
30256,14316
30257,14316
30258,14316
30259,14316
30260,14316
30261,14316
30262,14316
30263,14316
30264,14316
30265,14316
30266,14316
30267,14316
30268,14316
30269,14316
30270,14316
30271,14316
30272,14316
30273,14316
30274,14316
30275,14316
30276,14316
30277,14316
30278,14316
30279,14316
30280,14316
30281,14316
30282,14316
30283,14316
30284,14316
30285,14316
30286,14316
30287,14316
30288,14316
30289,14316
30290,14316
30291,14316
30292,14316
30293,14316
30294,14316
30295,14316
30296,14316
30297,14316
30298,14316
30299,14316
30300,14316
30301,14316
30302,14316
30303,14316
30304,14316
30305,14316
30306,14316
30307,14316
30308,14316
30309,14316
30310,14316
30311,14316
30312,14316
30313,14316
30314,14316
30315,14316
30316,14316
30317,14316
30318,14316
30319,14316
30320,14316
30321,14316
30322,14316
30323,14316
30324,14316
30325,14316
30326,14316
30327,14316
30328,14316
30329,14316
30330,14316
30331,14316
30332,14316
30333,14316
30334,14316
30335,14316
30336,14316
30337,14316
30338,14316
30339,14316
30340,14316
30341,14316
30342,14316
30343,14316
30344,14316
30345,14316
30346,14316
30347,14316
30348,14316
30349,14316
30350,14316
30351,14316
30352,14316
30353,14316
30354,14316
30355,14316
30356,14316
30357,14316
30358,14316
30359,14316
32768,14316
32769,14316
32770,14316
32771,14316
32772,14316
32773,14316
32774,14316
32775,14316
32776,14316
32777,14316
32778,14316
32779,14316
32780,14316
32781,14316
32782,14316
32783,14316
32784,14316
32785,14316
32786,14316
32787,14316
32788,14316
32789,14316
32790,14316
32791,14316
32792,14316
32793,14316
32794,14316
32795,14316
32796,14316
32797,14316
32798,14316
32799,14316
32800,14316
32801,14316
32802,14316
32803,14316
32804,14316
32805,14316
32806,14316
32807,14316
32808,14316
32809,14316
32810,14316
32811,14316
32812,14316
32813,14316
32814,14316
32815,14316
32816,14316
32817,14316
32818,14316
32819,14316
32820,14316
32821,14316
32822,14316
32823,14316
32824,14316
32825,14316
32826,14316
32827,14316
32828,14316
32829,14316
32830,14316
32831,14316
32832,14316
32833,14316
32834,14316
32835,14316
32836,14316
32837,14316
32838,14316
32839,14316
32840,14316
32841,14316
32842,14316
32843,14316
32844,14316
32845,14316
32846,14316
32847,14316
32848,14316
32849,14316
32850,14316
32851,14316
32852,14316
32853,14316
32854,14316
32855,14316
32856,14316
32857,14316
