START_ID,corresponding,END_ID
10720342,True,256
10720298,False,256
10720343,True,257
10720344,True,258
10720346,True,259
10720345,False,259
10720347,True,260
10720349,True,261
10720348,False,261
10720350,False,261
10720351,True,262
10720352,True,263
10720353,True,264
10720354,True,265
10720355,False,265
10720353,True,266
10720356,True,267
10720357,True,268
10720358,False,268
10720359,False,268
10720362,True,269
10720361,False,269
10720360,False,269
10720363,True,270
10720363,True,271
10720350,True,272
10720348,False,272
10720364,True,273
10720348,True,275
10720365,False,275
10720369,True,276
10720366,False,276
10720367,False,276
10720368,False,276
10720347,True,277
10720363,True,278
10720371,True,279
10720373,False,279
10720370,False,279
10720372,False,279
10720374,True,280
10720375,True,281
10720376,False,281
10720347,True,282
10720377,True,283
10720378,False,283
10720374,True,284
10720348,True,285
10720379,False,285
10720348,True,286
10720349,False,286
10720380,True,287
10720381,True,288
10720376,True,289
10720382,False,289
10720352,True,290
10720349,True,291
10720348,False,291
10720384,False,291
10720383,False,291
10720385,True,292
10720386,False,292
10720387,True,293
10720388,False,293
10720348,True,294
10720389,False,294
10720344,True,295
10720363,True,296
10720351,True,297
10720391,False,297
10720390,False,297
10720392,True,298
10720353,False,298
10720386,False,298
10720388,True,299
10720393,True,300
10720395,True,301
10720394,False,301
10720392,True,302
10720386,False,302
10720396,False,302
10720397,True,303
10720347,True,304
10720401,True,305
10720399,False,305
10720400,False,305
10720398,False,305
10720374,True,306
10720402,True,307
10720353,True,308
10720386,False,308
10720403,True,309
10720404,True,310
10720405,True,311
10720406,True,312
10720353,True,313
10720407,True,314
10720348,False,314
10720409,True,315
10720408,False,315
10720349,True,316
10720348,False,316
10720410,False,316
10720411,True,317
10720363,True,318
10720348,True,319
10720383,False,319
10720363,True,320
10720360,True,321
10720361,False,321
10720365,True,322
10720348,False,322
10720412,False,322
10720363,True,323
10720413,False,323
10720360,True,324
10720414,False,324
10720415,False,324
10720361,True,325
10720360,False,325
10720386,True,326
10720396,False,326
10720417,True,327
10720416,False,327
10720418,True,328
10720384,True,329
10720348,False,329
10720349,False,329
10720397,True,330
10720344,True,331
10720348,True,332
10720350,False,332
10720360,True,333
10720419,False,333
10720361,False,333
10720367,True,334
10720366,False,334
10720348,True,335
10720365,False,335
10720420,False,335
10720377,True,336
10720378,False,336
10720421,True,337
10720359,False,337
10720422,True,338
10720374,False,338
10720354,True,339
10720360,True,340
10720414,False,340
10720397,True,341
10720375,True,342
10720376,False,342
10720360,True,343
10720382,False,343
10720423,True,344
10720377,False,344
10720367,True,345
10720366,False,345
10720422,True,346
10720374,False,346
10720424,True,347
10720363,False,347
10720384,True,348
10720348,False,348
10720353,True,349
10720386,False,349
10720425,True,350
10720426,True,351
10720348,False,351
10720365,False,351
10720386,True,352
10720427,False,352
10720348,True,353
10720428,False,353
10720429,False,353
10720366,True,354
10720403,False,354
10720374,True,355
10720430,True,356
10720351,True,357
10720397,True,358
10720431,False,358
10720381,True,359
10720404,True,360
10720429,True,361
10720348,False,361
10720432,True,362
10720380,False,362
10720434,True,363
10720393,False,363
10720433,False,363
10720393,True,364
10720395,True,365
10720394,False,365
10720435,False,365
10720411,True,366
10720374,True,367
10720436,True,368
10720348,False,368
10720406,True,369
10720377,False,369
10720344,True,370
10720367,True,371
10720366,False,371
10720351,True,372
10720437,True,373
10720438,False,373
10720397,False,373
10720440,True,374
10720374,False,374
10720439,False,374
10720433,True,375
10720441,True,376
10720355,True,377
10720359,False,377
10720348,True,378
10720442,False,378
10720348,True,379
10720420,False,379
10720365,False,379
10720408,True,380
10720444,False,380
10720409,False,380
10720443,False,380
10720344,True,381
10720417,True,382
10720416,False,382
10720445,True,383
10720351,False,383
10720360,True,384
10720446,False,384
10720377,True,385
10720388,False,385
10720348,True,386
10720349,False,386
10720377,True,387
10720367,True,388
10720366,False,388
10720360,True,389
10720447,False,389
10720361,False,389
10720374,True,390
10720440,False,390
10720363,True,391
10720366,True,392
10720367,False,392
10720383,True,393
10720348,False,393
10720374,True,394
10720448,True,395
10720359,False,395
10720388,True,396
10720449,True,397
10720374,False,397
10720403,True,398
10720367,True,399
10720366,False,399
10720408,True,400
10720409,False,400
10720366,True,401
10720367,False,401
10720418,True,402
10720348,True,403
10720365,False,403
10720366,True,404
10720367,False,404
10720450,True,405
10720348,True,406
10720451,False,406
10720359,True,407
10720452,False,407
10720420,True,408
10720348,False,408
10720348,True,409
10720379,False,409
10720363,True,410
10720453,False,410
10720454,True,411
10720363,True,412
10720420,True,413
10720348,False,413
10720365,False,413
10720404,True,414
10720352,True,415
10720455,True,416
10720430,True,417
10720354,True,418
10720355,False,418
10720456,True,419
10720388,False,419
10720377,False,419
10720457,True,420
10720363,False,420
10720363,True,421
10720458,True,422
10720459,False,422
10720350,True,423
10720348,False,423
10720349,False,423
10720397,True,424
10720348,True,425
10720429,False,425
10720428,False,425
10720354,True,426
10720388,True,427
10720377,False,427
10720404,True,428
10720346,True,429
10720442,True,430
10720351,False,430
10720348,False,430
10720460,False,430
10720383,True,431
10720348,False,431
10720360,True,432
10720461,False,432
10720360,True,433
10720361,False,433
10720363,True,434
10720462,True,435
10720397,False,435
10720365,True,436
10720348,False,436
10720377,True,437
10720356,True,438
10720463,True,439
10720348,True,440
10720365,False,440
10720465,True,441
10720377,False,441
10720464,False,441
10720466,True,442
10720467,False,442
10720454,True,443
10720358,True,444
10720359,False,444
10720354,True,445
10720363,True,446
10720457,False,446
10720361,True,447
10720360,False,447
10720353,True,448
10720374,True,449
10720468,True,450
10720450,False,450
10720351,False,450
10720408,True,451
10720363,True,452
10720374,True,453
10720386,True,454
10720353,False,454
10720351,True,455
10720469,True,456
10720470,False,456
10720363,False,456
10720424,False,456
10720352,True,457
10720397,True,458
10720471,True,459
10720363,True,460
10720348,True,461
10720420,False,461
10720377,True,463
10720378,False,463
10720472,True,464
10720351,False,464
10720380,True,465
10720432,False,465
10720379,True,466
10720348,False,466
10720363,True,467
10720397,True,468
10720366,True,469
10720367,False,469
10720346,True,470
10720450,True,471
10720351,False,471
10720473,True,472
10720474,False,472
10720377,False,472
10720442,True,473
10720348,False,473
10720374,True,474
10720348,True,475
10720348,True,476
10720476,False,476
10720475,False,476
10720434,True,477
10720477,False,477
10720348,True,478
10720379,False,478
10720348,True,479
10720349,False,479
10720478,True,480
10720397,True,481
10720386,True,482
10720353,False,482
10720396,False,482
10720480,True,483
10720479,False,483
10720481,False,483
10720346,False,483
10720450,True,484
10720397,True,485
10720366,True,486
10720403,False,486
10720365,True,487
10720348,False,487
10720482,True,488
10720394,False,488
10720348,True,489
10720365,False,489
10720400,True,490
10720401,False,490
10720483,False,490
10720484,False,490
10720377,True,491
10720485,False,491
10720466,True,492
10720467,False,492
10720486,False,492
10720429,True,493
10720348,False,493
10720377,True,494
10720474,False,494
10720363,True,495
10720386,True,496
10720353,True,497
10720386,False,497
10720388,True,498
10720374,True,499
10720360,True,500
10720361,False,500
10720344,True,501
10720374,True,502
10720487,False,502
10720467,True,503
10720488,True,504
10720354,True,505
10720359,False,505
10720383,True,506
10720489,False,506
10720368,True,507
10720450,True,508
10720351,True,509
10720432,True,510
10720380,False,510
10720377,True,511
10720348,True,512
10720349,False,512
10720360,True,513
10720419,False,513
10720451,True,514
10720348,False,514
10720359,True,515
10720490,False,515
10720472,True,516
10720491,False,516
10720351,False,516
10720354,True,517
10720397,True,518
10720492,True,519
10720348,False,519
10720397,True,520
10720344,True,521
10720365,True,522
10720494,False,522
10720349,False,522
10720348,False,522
10720383,False,522
10720493,False,522
10720495,True,523
10720441,True,524
10720497,True,525
10720496,False,525
10720397,True,526
10720438,False,526
10720437,False,526
10720346,True,527
10720479,True,528
10720480,False,528
10720346,False,528
10720397,True,529
10720353,True,530
10720498,False,530
10720348,True,531
10720429,False,531
10720386,True,532
10720353,False,532
10720499,True,533
10720348,True,534
10720409,True,535
10720408,False,535
10720379,True,536
10720348,False,536
10720348,True,537
10720383,False,537
10720410,True,538
10720349,False,538
10720397,True,539
10720497,True,540
10720366,True,541
10720367,False,541
10720377,True,542
10720388,False,542
10720349,True,543
10720348,False,543
10720348,True,544
10720420,False,544
10720365,False,544
10720379,False,544
10720361,True,545
10720360,False,545
10720414,True,546
10720360,False,546
10720503,True,547
10720500,False,547
10720501,False,547
10720502,False,547
10720418,False,547
10720504,True,548
10720360,False,548
10720361,False,548
10720363,True,549
10720474,True,550
10720374,True,551
10720440,False,551
10720449,False,551
10720433,True,552
10720374,True,553
10720508,True,554
10720506,False,554
10720505,False,554
10720507,False,554
10720509,True,555
10720511,True,556
10720510,False,556
10720512,False,556
10720513,True,557
10720514,True,558
10720515,True,559
10720516,True,560
10720518,False,560
10720517,False,560
10720519,True,561
10720520,False,561
10720522,True,562
10720521,False,562
10720521,True,563
10720523,False,563
10720515,True,564
10720524,False,564
10720525,False,564
10720527,True,565
10720528,False,565
10720526,False,565
10720529,True,566
10720530,True,567
10720531,False,567
10720534,True,568
10720533,False,568
10720532,False,568
10720535,True,569
10720521,True,570
10720523,False,570
10720536,True,571
10720537,False,571
10720538,True,572
10720539,False,572
10720541,True,573
10720540,False,573
10720542,True,574
10720543,True,575
10720544,False,575
10720545,True,576
10720546,True,577
10720547,False,577
10720548,True,578
10720549,True,579
10720549,True,580
10720550,True,581
10720491,False,581
10720551,True,582
10720552,True,583
10720553,True,584
10720554,True,585
10720530,False,585
10720555,False,585
10720556,True,586
10720557,False,586
10720558,True,587
10720561,True,588
10720560,False,588
10720559,False,588
10720545,True,589
10720562,True,590
10720554,False,590
10720530,False,590
10720563,True,591
10720554,True,592
10720564,False,592
10720565,False,592
10720566,True,593
10720567,False,593
10720569,True,594
10720568,False,594
10720570,False,594
10720571,True,595
10720572,True,596
10720573,True,597
10720574,True,598
10720575,True,599
10720576,True,600
10720578,False,600
10720577,False,600
10720579,True,601
10720510,True,602
10720580,True,603
10720581,True,604
10720578,False,604
10720577,True,605
10720582,True,606
10720583,True,607
10720514,False,607
10720584,True,608
10720567,True,609
10720585,True,610
10720524,True,611
10720586,True,612
10720587,False,612
10720521,True,613
10720588,False,613
10720536,True,614
10720589,True,615
10720512,False,615
10720590,True,616
10720538,True,617
10720585,True,618
10720549,True,619
10720549,True,620
10720591,True,621
10720592,True,622
10720585,True,623
10720513,True,624
10720582,True,625
10720593,True,626
10720584,False,626
10720514,True,627
10720534,True,628
10720594,True,629
10720572,True,630
10720595,True,631
10720567,True,632
10720596,True,633
10720597,False,633
10720598,False,633
10720545,True,634
10720549,True,635
10720579,True,636
10720599,False,636
10720533,True,637
10720600,True,638
10720579,False,638
10720519,True,639
10720520,False,639
10720601,False,639
10720603,True,640
10720602,False,640
10720545,True,641
10720605,True,642
10720606,False,642
10720604,False,642
10720607,True,643
10720554,False,643
10720581,True,644
10720608,True,645
10720609,True,646
10720610,True,648
10720611,True,649
10720582,True,650
10720545,True,651
10720612,True,652
10720614,True,653
10720613,False,653
10720600,False,653
10720615,True,654
10720616,True,655
10720491,False,655
10720579,True,656
10720600,False,656
10720617,True,657
10720618,False,657
10720567,True,658
10720619,True,659
10720572,False,659
10720514,True,660
10720620,True,661
10720554,True,662
10720621,False,662
10720549,True,663
10720622,False,663
10720530,True,664
10720623,True,665
10720624,True,666
10720517,False,666
10720561,True,667
10720592,True,668
10720625,True,669
10720626,False,669
10720628,True,670
10720627,False,670
10720524,True,671
10720514,True,672
10720545,True,673
10720571,True,674
10720545,True,675
10720567,True,676
10720579,True,677
10720600,False,677
10720575,False,677
10720514,True,678
10720629,True,679
10720592,True,680
10720549,False,680
10720630,True,681
10720542,False,681
10720524,True,682
10720549,True,683
10720631,True,684
10720585,True,685
10720554,True,686
10720617,True,687
10720632,False,687
10720549,False,687
10720524,True,688
10720519,True,689
10720520,False,689
10720530,True,690
10720633,True,691
10720515,False,691
10720634,False,691
10720582,True,692
10720514,True,693
10720635,False,693
10720551,True,694
10720585,True,695
10720636,True,696
10720491,False,696
10720637,True,697
10720638,True,698
10720620,True,699
10720576,False,699
10720639,True,700
10720619,True,701
10720640,False,701
10720524,True,702
10720515,True,703
10720561,False,703
10720642,True,704
10720641,False,704
10720643,False,704
10720632,True,705
10720530,True,706
10720514,True,707
10720644,False,707
10720645,True,708
10720646,False,708
10720582,False,708
10720617,True,709
10720647,False,709
10720648,True,710
10720649,True,711
10720650,True,712
10720651,False,712
10720652,False,712
10720653,True,713
10720567,True,714
10720622,True,715
10720655,True,716
10720654,False,716
10720656,True,717
10720591,False,717
10720514,True,718
10720529,False,718
10720530,True,719
10720582,True,720
10720514,True,721
10720585,True,722
10720657,False,722
10720617,True,723
10720618,False,723
10720658,True,724
10720659,True,725
10720542,False,725
10720567,True,726
10720591,True,727
10720515,True,728
10720637,True,729
10720515,True,730
10720660,False,730
10720591,True,731
10720611,True,732
10720514,True,733
10720554,False,733
10720538,True,734
10720645,True,735
10720646,False,735
10720661,True,736
10720662,True,737
10720663,True,738
10720571,True,739
10720491,True,740
10720665,True,741
10720664,False,741
10720668,True,742
10720667,False,742
10720666,False,742
10720669,True,743
10720670,True,744
10720517,False,744
10720516,False,744
10720671,True,745
10720672,False,745
10720673,True,746
10720550,False,746
10720491,False,746
10720579,True,747
10720585,True,748
10720579,True,749
10720662,True,750
10720514,False,750
10720530,False,750
10720674,True,751
10720570,True,752
10720675,False,752
10720568,False,752
10720545,True,753
10720676,True,754
10720677,False,754
10720648,True,755
10720665,True,756
10720678,True,757
10720530,True,758
10720575,True,759
10720679,False,759
10720628,True,760
10720680,False,760
10720681,True,761
10720682,True,762
10720530,False,762
10720683,True,763
10720661,True,764
10720514,True,765
10720684,False,765
10720591,True,766
10720547,False,766
10720542,True,767
10720685,True,768
10720530,True,769
10720567,True,770
10720515,True,771
10720633,False,771
10720574,True,772
10720514,False,772
10720686,True,773
10720542,True,774
10720581,False,774
10720687,True,775
10720650,True,776
10720515,True,777
10720633,False,777
10720596,True,778
10720592,True,779
10720594,True,780
10720584,False,780
10720688,False,780
10720690,True,781
10720689,False,781
10720545,True,782
10720566,True,783
10720561,True,784
10720550,True,785
10720491,False,785
10720542,True,786
10720648,False,786
10720591,True,787
10720244,True,816
10720244,True,819
10720185,True,820
10720701,True,821
10720244,False,821
10720244,True,822
10720704,True,823
10720705,False,823
10720703,False,823
10720702,False,823
10720707,True,825
10720244,True,826
10720244,True,827
10720708,True,829
10720244,True,830
10720712,True,831
10720711,False,831
10720709,False,831
10720703,False,831
10720713,False,831
10720710,False,831
10720702,False,831
10737252,True,28916
10737253,True,28917
10737254,False,28917
10737255,True,28918
10737256,True,28919
10737257,True,28920
10737258,False,28920
10737259,False,28920
10737260,True,28921
10737261,False,28921
10737262,True,28922
10737263,True,28923
10737264,True,28924
10737265,True,28925
10737266,True,28926
10737268,True,28927
10737267,False,28927
10737270,False,28927
10737269,False,28927
10737271,True,28928
10737272,False,28928
10737273,False,28928
10737274,False,28928
10737275,True,28929
10737276,False,28929
10737279,True,28930
10737277,False,28930
10737278,False,28930
10737280,True,28931
10737286,True,28932
10737281,False,28932
10737282,False,28932
10737283,False,28932
10737284,False,28932
10737285,False,28932
10737287,True,28933
10737288,False,28933
10737289,True,28934
10737290,True,28935
10737293,False,28935
10737295,False,28935
10737291,False,28935
10737294,False,28935
10737292,False,28935
10737296,True,28936
10737301,True,28937
10737297,False,28937
10737300,False,28937
10737298,False,28937
10737299,False,28937
10737302,True,28938
10737303,False,28938
10737304,True,28939
10737305,True,28940
10737276,False,28940
10737308,True,28941
10737307,False,28941
10737306,False,28941
10737309,True,28942
10737276,True,28943
10737311,False,28943
10737310,False,28943
10737265,True,28944
10737312,False,28944
10729904,False,28944
10737313,True,28945
10737318,True,28946
10737316,False,28946
10737315,False,28946
10737314,False,28946
10737317,False,28946
10737319,True,28947
10737320,True,28948
10737321,True,28949
10737322,True,28950
10737323,False,28950
10737324,False,28950
10737325,False,28950
10737327,True,28951
10737328,False,28951
10737326,False,28951
10737330,True,28952
10737329,False,28952
10737331,True,28953
10737332,False,28953
10737333,True,28954
10737337,True,28955
10737336,False,28955
10737334,False,28955
10737335,False,28955
10737338,True,28956
10737340,False,28956
10737339,False,28956
10737341,True,28957
10737345,True,28958
10737344,False,28958
10737343,False,28958
10737342,False,28958
10724638,True,28959
10737347,True,28960
10737348,False,28960
10737349,False,28960
10737346,False,28960
10737350,True,28961
10737351,True,28962
10737352,False,28962
10737353,False,28962
10737356,True,28963
10737355,False,28963
10737354,False,28963
10737357,True,28964
10737358,False,28964
10737360,True,28965
10737359,False,28965
10737361,True,28966
10737362,True,28967
10737363,False,28967
10737364,True,28968
10737366,False,28968
10737365,False,28968
10737367,False,28968
10737298,True,28969
10737368,False,28969
10737372,True,28970
10737353,False,28970
10737375,False,28970
10737373,False,28970
10737374,False,28970
10737370,False,28970
10737371,False,28970
10737369,False,28970
10737376,True,28971
10737380,True,28972
10737377,False,28972
10737378,False,28972
10737379,False,28972
10737293,True,28973
10737382,False,28973
10737381,False,28973
10737383,False,28973
10737384,True,28974
10737385,True,28975
10737390,True,28976
10737386,False,28976
10737388,False,28976
10737387,False,28976
10737389,False,28976
10737391,True,28977
10737356,True,28978
10737395,False,28978
10737397,False,28978
10737396,False,28978
10737394,False,28978
10737392,False,28978
10737393,False,28978
10737398,True,28979
10722128,True,28980
10737399,False,28980
10737400,False,28980
10737401,True,28981
10737404,True,28982
10737403,False,28982
10737402,False,28982
10737407,True,28983
10737406,False,28983
10737405,False,28983
10737408,False,28983
10737410,True,28984
10737413,False,28984
10737411,False,28984
10737412,False,28984
10737409,False,28984
10737414,True,28985
10737415,True,28986
10737416,False,28986
10737417,False,28986
10737418,False,28986
10737419,False,28986
10737420,False,28986
10737421,False,28986
10737423,False,28986
10737422,False,28986
10737425,True,28987
10737424,False,28987
10737426,True,28988
10737427,True,28989
10737429,True,28990
10737430,False,28990
10737428,False,28990
10737298,False,28990
10737432,True,28991
10737433,False,28991
10737431,False,28991
10737434,True,28992
10737436,False,28992
10737437,False,28992
10737435,False,28992
10737350,True,28993
10737440,True,28994
10737441,False,28994
10737442,False,28994
10737439,False,28994
10737438,False,28994
10737443,True,28995
10737444,True,28996
10737445,True,28997
10737447,True,28998
10737448,False,28998
10737446,False,28998
10737451,True,28999
10737449,False,28999
10737450,False,28999
10737452,True,29000
10737401,True,29001
10737453,True,29002
10737454,False,29002
10737455,False,29002
10737456,False,29002
10737457,False,29002
10737463,True,29003
10737458,False,29003
10737459,False,29003
10737460,False,29003
10737461,False,29003
10737462,False,29003
10737468,False,29003
10737464,False,29003
10737465,False,29003
10737466,False,29003
10737467,False,29003
10737470,True,29004
10737469,False,29004
10737472,False,29004
10737473,False,29004
10737471,False,29004
10737475,True,29005
10737476,False,29005
10737474,False,29005
10737477,True,29006
10737478,False,29006
10737310,True,29007
10722128,True,29008
10737479,False,29008
10737480,False,29008
10737481,True,29009
10737482,True,29010
10737483,True,29011
10737484,True,29012
10737485,True,29013
10737486,False,29013
10737479,True,29014
10737487,False,29014
10737488,True,29015
10737489,True,29016
10737492,True,29017
10737493,False,29017
10737490,False,29017
10737491,False,29017
10737494,False,29017
10737495,False,29017
10737496,False,29017
10737497,True,29018
10737498,True,29019
10737499,False,29019
10737507,True,29020
10737506,False,29020
10737504,False,29020
10737503,False,29020
10737505,False,29020
10737501,False,29020
10737500,False,29020
10737502,False,29020
10737509,True,29021
10737508,False,29021
10737510,False,29021
10737518,True,29022
10737519,False,29022
10737520,False,29022
10737521,False,29022
10737524,False,29022
10737523,False,29022
10737526,False,29022
10737525,False,29022
10737517,False,29022
10737522,False,29022
10737516,False,29022
10737511,False,29022
10737514,False,29022
10737513,False,29022
10737512,False,29022
10737515,False,29022
10737529,True,29023
10737530,False,29023
10737527,False,29023
10737528,False,29023
10737353,True,29024
10737531,False,29024
10737535,True,29025
10737532,False,29025
10737533,False,29025
10737534,False,29025
10737536,True,29026
10737539,True,29027
10737538,False,29027
10737537,False,29027
10737544,True,29028
10737543,False,29028
10737540,False,29028
10737541,False,29028
10737542,False,29028
10737545,True,29029
10737546,False,29029
10737547,True,29030
10737548,False,29030
10737499,False,29030
10737550,False,29030
10737549,False,29030
10737551,True,29031
10737552,False,29031
10737553,False,29031
10737554,True,29032
10737556,True,29033
10737555,False,29033
10737557,True,29034
10737558,False,29034
10737559,True,29035
10737560,False,29035
10737561,False,29035
10737562,False,29035
10737563,False,29035
10737564,True,29036
10737565,True,29037
10737566,False,29037
10737567,False,29037
10737568,True,29038
10737569,True,29039
10737570,False,29039
10737571,True,29040
10737572,False,29040
10737358,False,29040
10737573,True,29041
10737574,False,29041
10737575,False,29041
10737576,False,29041
10737577,False,29041
10737578,True,29042
10737579,True,29043
10737580,True,29044
10737581,False,29044
10737582,True,29045
10737583,True,29046
10737584,True,29047
10737586,False,29047
10737589,False,29047
10737585,False,29047
10737588,False,29047
10737587,False,29047
10737591,True,29048
10737590,False,29048
10737592,False,29048
10737593,True,29049
10737594,True,29050
10737596,False,29050
10737595,False,29050
10737597,True,29051
10737598,True,29052
10737262,False,29052
10737599,True,29053
10737600,True,29054
10737601,True,29055
10737602,True,29056
10737603,False,29056
10737604,False,29056
10737606,True,29057
10737605,False,29057
10737607,True,29058
10737608,True,29059
10737258,False,29059
